strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,rejected_before,pair_feasible,hv,best_obj1,best_obj2
sobol,4,0,0,4.0905,6.41005,0.309267,45.2211,0.763913,0.614479,185.784,20.23,0.800176,16.6275,68.015,10.6107,3.28154,59.0759,0.762222,0.195764,53.0638,6.51966,208.07,158.947,4.06,True,True,0,True,55.8854,0.763913,59.0759
sobol,4,0,1,3.49657,17.7713,0.852818,63.396,0.789965,0.615035,185.952,20.23,1.03834,25.2415,88.2588,4.96638,4.23542,176.66,0.786134,0.111873,49.2265,5.8691,208.064,164.364,4.06,True,True,2,True,55.8854,0.763913,59.0759
sobol,4,0,2,3.00673,10.9025,0.634264,65.9184,0.829305,0.61504,185.954,20.23,0.876744,24.7855,74.5232,6.83543,4.33546,143.825,0.834655,0.110274,52.5932,6.61288,208.079,172.561,4.08,True,True,2,True,55.8854,0.763913,59.0759
sobol,4,0,3,2.93223,7.55693,0.815455,76.1894,0.901444,0.616082,186.269,20.23,0.630204,18.2684,53.5673,7.08851,5.78036,56.1634,0.915056,0.0603663,20.9723,14.1801,208.032,187.53,4.08,True,True,3,True,56.2852,0.763913,56.1634
sobol,4,0,4,3.87395,13.3049,0.505777,42.6864,0.735294,0.613819,185.585,20.23,1.06507,23.3691,90.5308,6.80434,3.44148,155.321,0.734145,0.173214,67.6264,7.67554,208.127,153.035,4.06,True,True,3,True,59.3511,0.735294,56.1634
sobol,4,0,5,3.81005,8.44357,0.765223,51.8533,0.864495,0.615479,186.086,20.23,0.715693,15.9667,60.8339,7.20476,5.51325,48.722,0.869593,0.0703953,19.6708,10.9481,208.027,179.839,4.08,True,True,3,True,60.7551,0.735294,48.722
sobol,4,0,6,2.04974,5.12245,0.623579,41.5041,0.912002,0.614338,185.742,20.23,0.534325,22.1577,45.4176,8.86639,5.52889,70.0528,0.931611,0.0763083,44.4375,26.1885,208.326,189.994,4.06,True,True,4,True,60.7551,0.735294,48.722
sobol,4,0,7,3.4288,7.10216,0.418173,72.3968,0.826872,0.615367,186.052,20.23,0.785839,19.481,66.7963,9.40507,3.93295,79.6386,0.824724,0.131103,44.4837,5.33871,208.006,171.994,4.08,True,True,5,True,60.7551,0.735294,48.722
sobol,4,0,8,4.38682,15.3376,0.711399,59.3013,0.79144,0.615283,186.027,20.23,1.05074,20.3594,89.3131,5.82314,4.14257,116.304,0.783482,0.114788,36.0032,5.19175,208.023,164.637,4.06,True,True,7,True,60.7551,0.735294,48.722
sobol,4,1,9,4.30123,10.3642,0.544805,77.2688,0.831342,0.615679,186.147,20.23,0.924349,18.2668,78.5697,7.5809,4.13012,82.3625,0.821733,0.111165,29.8861,6.02753,207.966,172.891,4.08,True,True,7,True,60.7551,0.735294,48.722
sobol,4,1,10,3.35595,12.1277,0.584776,54.1144,0.775191,0.614368,185.751,20.23,0.971298,24.6012,82.5603,6.80758,3.98091,156.976,0.770347,0.131115,58.3402,6.93856,208.105,161.321,4.06,True,True,9,True,60.7551,0.735294,48.722
