strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,pair_feasible,hv,best_obj1,best_obj2
heuristic,7,0,0,3.31278,16.9629,0.767124,49.0083,0.772433,0.614048,185.654,20.23,1.04999,26.9408,89.2489,5.26143,4.03617,203.505,0.773219,0.127937,62.9451,7.50361,208.135,160.77,4.06,True,True,True,15.6947,0.772433,203.505
heuristic,7,0,1,3.31278,16.9629,0.916667,49.0083,0.796551,0.61462,185.827,20.23,0.975245,25.0231,82.8958,4.8869,4.47966,163.066,0.792868,0.105161,48.2114,6.79503,208.113,165.772,4.06,True,True,True,25.4873,0.772433,163.066
heuristic,7,0,2,4.32778,16.9629,0.916667,49.0083,0.803368,0.615243,186.015,20.23,1.00031,19.6468,85.0268,5.01253,4.59482,103.107,0.79901,0.0969947,30.9446,6.69974,208.035,167.129,4.08,True,True,True,39.5983,0.772433,103.107
heuristic,7,0,3,4.32778,16.9629,0.916667,63.0083,0.820687,0.615535,186.103,20.23,1.00007,19.6419,85.0057,5.01129,4.59368,103.03,0.813148,0.0924129,29.0139,6.91771,208.011,170.712,4.08,True,True,True,39.615,0.772433,103.03
heuristic,7,0,4,4.32778,16.9629,0.916667,40,0.801616,0.615193,186,20.23,1.00031,19.6466,85.026,5.01248,4.59478,103.104,0.794183,0.0997791,31.7338,7.91929,208.043,166.771,4.08,True,True,True,39.7201,0.772433,103.03
heuristic,7,0,5,4.32778,18.3333,0.916667,40,0.79002,0.615117,185.977,20.23,1.04348,20.4946,88.6961,4.83797,4.43481,117.04,0.7807,0.10647,35.0675,6.98746,208.051,164.364,4.06,True,True,True,40.5179,0.772433,103.03
heuristic,7,0,6,4.32778,12.2962,0.916667,40,0.843315,0.615365,186.052,20.23,0.83364,16.3732,70.8594,5.76271,5.28249,59.6777,0.844467,0.0776185,21.3871,9.92972,208.014,175.421,4.08,True,True,True,48.9888,0.772433,59.6777
heuristic,7,0,7,4.32778,16.9629,0.916667,40,0.801616,0.615193,186,20.23,1.00031,19.6466,85.026,5.01248,4.59478,103.104,0.794183,0.0997791,31.7338,7.91929,208.043,166.771,4.08,True,True,True,48.9888,0.772433,59.6777
heuristic,7,0,8,4.32778,7.62952,0.916667,40,0.89225,0.615286,186.028,20.23,0.625552,12.2862,53.1719,6.96923,6.38846,25.2154,0.916316,0.0553707,17.0597,11.8268,207.953,185.546,4.08,True,True,True,54.0361,0.772433,25.2154
heuristic,7,1,9,4.32778,7.62952,0.683333,40,0.860131,0.615377,186.055,20.23,0.714252,14.0283,60.7114,7.95744,5.43758,37.5345,0.864851,0.0741452,17.4226,9.40885,207.991,178.899,4.08,True,True,True,54.7473,0.772433,25.2154
