strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,pair_feasible,hv,best_obj1,best_obj2
heuristic,3,0,0,1.74838,8.15747,0.784183,63.2865,0.821474,0.61416,185.688,20.23,0.623029,30.2894,52.9574,6.49189,5.09083,152.636,0.828964,0.0887054,73.6775,20.4968,208.327,171.136,4.06,True,True,True,23.8546,0.821474,152.636
heuristic,3,0,1,1.74838,8.15747,0.784183,77.2865,0.882558,0.615026,185.95,20.23,0.621158,30.1985,52.7985,6.4724,5.07555,151.266,0.887204,0.0882834,74.878,18.0321,208.229,183.774,4.08,True,True,True,24.0687,0.821474,151.266
heuristic,3,0,2,1.74838,8.15747,0.784183,49.2865,0.83958,0.61288,185.301,20.23,0.624354,30.3538,53.0701,6.5057,5.10166,153.613,0.838187,0.0889564,71.7999,22.6285,208.394,174.964,4.04,True,True,True,24.0687,0.821474,151.266
heuristic,3,0,3,1.74838,12.8241,0.784183,63.2865,0.803634,0.611363,184.842,20.23,0.817295,39.7339,69.47,5.41713,4.24802,344.564,0.809324,0.122663,132.379,13.9013,208.384,167.464,4.06,False,True,False,24.0687,0.821474,151.266
heuristic,3,0,4,1.74838,5,0.784183,63.2865,0.841612,0.615142,185.985,20.23,0.458775,22.304,38.9958,7.79917,6.11598,60.9441,0.856386,0.0634732,39.6718,26.6235,208.363,175.361,4.06,True,True,True,41.927,0.821474,60.9441
heuristic,3,0,5,2.76338,5,0.784183,63.2865,0.900938,0.615282,186.027,20.23,0.492489,15.1487,41.8616,8.37231,6.56543,30.1797,0.921804,0.0501409,19.0868,17.4777,208.028,187.42,4.08,True,True,True,46.1655,0.821474,30.1797
heuristic,3,0,6,2.76338,5,0.916667,63.2865,0.90791,0.615447,186.077,20.23,0.455045,13.9969,38.6788,7.73577,7.09112,23.8061,0.942686,0.0430896,20.536,18.5633,207.949,188.799,4.08,True,True,True,46.9992,0.821474,23.8061
heuristic,3,0,7,2.76338,9.66667,0.916667,63.2865,0.873917,0.61569,186.15,20.23,0.687267,21.1399,58.4177,6.04321,5.53961,82.0165,0.888248,0.0690969,29.6914,16.1363,208.127,181.886,4.06,True,True,True,46.9992,0.821474,23.8061
heuristic,3,0,8,3.77838,5,0.916667,63.2865,0.931882,0.615834,186.194,20.23,0.47254,10.6305,40.1659,8.03318,7.36375,14.2597,1.00099,0.0404237,18.4973,12.9675,207.87,193.71,4.08,True,True,True,48.019,0.821474,14.2597
heuristic,3,1,9,3.77838,5,0.683333,63.2865,0.915287,0.615747,186.168,20.23,0.542733,12.2095,46.1323,9.22646,6.30475,21.605,0.938034,0.0534303,15.5713,11.5208,207.947,190.331,4.08,True,True,True,48.0555,0.821474,14.2597
