strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
sobol,6,0,0,4.30148,8.78692,0.880991,50.4778,0.880969,0.615499,186.093,20.23,0.695132,13.7362,59.0862,6.72434,5.92408,35.0245,0.888223,0.0615834,16.3748,10.7531,207.984,183.227,4.08,True,True,0.00257677,0.880969,186.093,0.0615834
sobol,6,0,1,2.66747,12.1909,0.500259,62.8478,0.764501,0.61222,185.101,20.23,0.992019,31.6111,84.3216,6.91675,3.46017,264.708,0.767088,0.170491,111.987,10.471,208.23,159.192,4.08,False,True,0.00257677,0.880969,186.093,0.0615834
sobol,6,0,2,2.20302,5.76624,0.639925,45.8021,0.862902,0.614521,185.797,20.23,0.574567,22.1687,48.8382,8.46968,5.41996,75.4036,0.866292,0.0781138,39.2706,22.7761,208.271,179.717,4.06,True,True,0.00630258,0.862902,185.797,0.0615834
sobol,6,0,3,3.47453,15.629,0.270657,78.1379,0.562438,0.610937,184.713,20.23,1.21597,29.7472,103.357,6.61318,1.7899,287.331,0.56357,0.462372,184.985,16.5468,208.335,117.176,4.08,False,True,0.00630258,0.862902,185.797,0.0615834
sobol,6,0,4,3.24497,7.16774,0.497252,73.5004,0.862361,0.615694,186.152,20.23,0.749104,19.6223,63.6739,8.88339,4.41729,77.0217,0.864127,0.104066,36.5967,8.91788,207.999,179.37,4.08,True,True,0.0064,0.862361,185.797,0.0615834
sobol,6,0,5,1.61661,17.2517,0.782923,41.1437,0.739863,0.608263,183.905,20.23,0.957965,50.369,81.427,4.71995,3.69535,648.999,0.737509,0.148488,210.258,24.0574,208.584,154.323,4.06,False,True,0.0064,0.862361,185.797,0.0615834
sobol,6,0,6,2.44356,10.8133,0.398501,67.5452,0.749315,0.610376,184.544,20.23,0.972203,33.8184,82.6372,7.64216,3.04541,296.914,0.7508,0.212622,154.879,13.3354,208.319,156.096,4.06,False,True,0.0064,0.862361,185.797,0.0615834
sobol,6,0,7,3.70942,14.0219,0.696164,55.2325,0.781975,0.61491,185.914,20.23,0.996816,22.8417,84.7294,6.04267,4.20669,138.88,0.778586,0.115604,44.9851,5.91971,208.065,162.702,4.06,True,True,0.0199639,0.781975,185.797,0.0615834
sobol,6,0,8,3.92484,6.42382,0.369991,43.5386,0.806629,0.614892,185.909,20.23,0.772873,16.7381,65.6942,10.2267,3.78377,57.8214,0.806583,0.14989,42.2605,6.11053,208.045,167.815,4.06,True,True,0.0199639,0.781975,185.797,0.0615834
sobol,6,1,9,2.29647,16.3517,0.740296,71.1833,0.818208,0.612133,185.075,20.23,0.999255,36.9858,84.9366,5.19437,3.84537,365.018,0.824768,0.140396,118.727,10.286,208.244,170.387,4.06,False,True,0.0199639,0.781975,185.797,0.0615834
